dispatch_number,date,time,address,location,location_detail,activity,activity_medium,disposition,details,details_text
21177697,2021-11-28,17:05:00,39 2nd St,VINE TAVERN AND EATERY,39 2nd St,OUT FOR INVEST/FOLLOW UP,OUT FOR INVEST/FOLLOW UP,COMPLETED,N,NA
21177696,2021-11-28,17:05:00,1100 ARTHUR ST,TOWN & CAMPUS APARTMENTS,1100 ARTHUR ST J1,OUT FOR INVEST/FOLLOW UP,OUT FOR INVEST/FOLLOW UP,PREVIOUS INCIDENT,N,NA
21177694,2021-11-28,16:50:00,1100 ARTHUR ST,TOWN & CAMPUS APARTMENTS,1100 ARTHUR ST G6,DIST/NOISE GENERAL,DIST/NOISE GENERAL,NOISE WARNING,Y,NA
21177689,2021-11-28,16:46:00,1015 Cross Park Ave,NORTH FRONT PARK APTS,1015 Cross Park Ave,DIST/FIGHT IN PROGRESS,DIST/FIGHT IN PROGRESS,PREVIOUS INCIDENT,Y,NA
21177688,2021-11-28,16:46:00,1001 Cross Park Ave,NA,1001 Cross Park Ave A,DIST/FIGHT IN PROGRESS,DIST/FIGHT IN PROGRESS,ARREST MADE,Y,NA
21177682,2021-11-28,16:38:00,2430 Muscatine Ave,EDEN APARTMENTS,2430 Muscatine Ave 11,ESCORT/RELAY,ESCORT/RELAY,COMPLETED,N,NA
21177670,2021-11-28,16:15:00,1 Oaknoll CT,NA,1 Oaknoll CT 134,Z Sick Person,Z Sick Person,HANDLED BY OTHER AGENCY,Y,NA
21177666,2021-11-28,16:07:00,S Gilbert St/E College St,NA,S Gilbert St/E College St,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,NA
21177663,2021-11-28,16:01:00,1919 Western Rd,NA,1919 Western Rd,ANIMAL/FOUND,ANIMAL/FOUND,UNABLE TO LOCATE,Y,NA
21177662,2021-11-28,15:56:00,2425 MUSCATINE AVE,CVS DRUG,2425 MUSCATINE AVE,THEFT/SHOPLIFTING,THEFT/SHOPLIFTING,COMPLETED,N,NA
21177657,2021-11-28,15:44:00,721 E College St,NA,721 E College St,WELFARE CHECK,WELFARE CHECK,INFORMATION,Y,NA
21177656,2021-11-28,15:42:00,9 HWY 1 W,GALAXY NAILS,9 HWY 1 W,THEFT,THEFT,INCIDENT REPORT TAKEN,Y,NA
21177654,2021-11-28,15:40:00,1118 Cottonwood Ave,NA,1118 Cottonwood Ave,Z Falls,Z Falls,HANDLED BY OTHER AGENCY,Y,NA
21177648,2021-11-28,15:34:00,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST,SPECIAL ASSIGNMENT,SPECIAL ASSIGNMENT,COMPLETED,N,NA
21177645,2021-11-28,15:25:00,1060 Scott Park Dr,REGENCY HEIGHTS,1060 Scott Park Dr 110,Z Sick Person,Z Sick Person,HANDLED BY OTHER AGENCY,Y,NA
21177641,2021-11-28,15:22:00,20 Evans St,NA,20 Evans St,THEFT,THEFT,INCIDENT REPORT TAKEN,N,NA
21177637,2021-11-28,15:21:00,1539 Langenberg Ave,NA,1539 Langenberg Ave,Z Unknown Problem,Z Unknown Problem,PT NOT TRANSPORTED,Y,NA
21177631,2021-11-28,15:10:00,2425 Muscatine Ave,CVS DRUG,2425 Muscatine Ave,MENTAL IMPAIRMENT,MENTAL IMPAIRMENT,UNABLE TO LOCATE,Y,NA
21177623,2021-11-28,14:55:00,718 Highland Ave,NA,718 Highland Ave,ANIMAL/FOUND,ANIMAL/FOUND,UNABLE TO LOCATE,Y,NA
21177620,2021-11-28,14:37:00,623 E Jefferson St,NA,623 E Jefferson St,PAPER SERVICE/WARRANT,PAPER SERVICE/WARRANT,UNABLE TO CONTACT,Y,NA
21177619,2021-11-28,14:32:00,2430 Muscatine Ave,EDEN APARTMENTS,2430 Muscatine Ave 18,DIST/FIGHT IN PROGRESS,DIST/FIGHT IN PROGRESS,CIVIL,Y,NA
21177611,2021-11-28,14:11:00,812 S 1st AVE,HY-VEE,812 S 1st AVE,PHONE REQUEST,PHONE REQUEST,COMPLETED,Y,NA
21177610,2021-11-28,14:06:00,1122 Keokuk St,NA,1122 Keokuk St,CRIMINAL MISC/VANDALISM,CRIMINAL MISC/VANDALISM,COMPLETED,Y,NA
21177606,2021-11-28,13:59:00,2117 S Riverside Dr,5 STAR TAXI,2117 S Riverside Dr,DIST/CIVIL DISPUTE,DIST/CIVIL DISPUTE,CIVIL,Y,NA
21177605,2021-11-28,13:59:00,579 McCollister BLVD,TERRY TRUEBLOOD RECREATION AREA,579 McCollister BLVD,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,NA
21177596,2021-11-28,13:51:00,Hwy 6 E/Boyrum St,NA,Hwy 6 E/Boyrum St,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,NA
21177594,2021-11-28,13:44:00,629 S Riverside DR,NA,629 S Riverside DR,FIRE RESPONSE LAW,FIRE RESPONSE LAW,HANDLED BY OTHER AGENCY,Y,NA
21177592,2021-11-28,13:26:00,105 S Linn St,OM GIFTS FOR BODY & SOUL,105 S Linn St,TRESPASS,TRESPASS,UNABLE TO LOCATE,Y,NA
21177586,2021-11-28,13:11:00,1509 Muscatine Ave,NA,1509 Muscatine Ave,THEFT,THEFT,INCIDENT REPORT TAKEN,Y,NA
21177584,2021-11-28,13:06:00,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST,PUBLIC ASSIST,PUBLIC ASSIST,COMPLETED,N,NA
21177582,2021-11-28,12:52:00,502 Grant St,NA,502 Grant St,Z Traumatic Injuries,Z Traumatic Injuries,COMPLETED,Y,NA
21177579,2021-11-28,12:42:00,1413 Plum St,NA,1413 Plum St,WELFARE CHECK,WELFARE CHECK,COMPLETED,N,NA
21177577,2021-11-28,12:30:00,100 Rocky Shore Dr,NA,100 Rocky Shore Dr,EXTRA PATROL REQUEST,EXTRA PATROL REQUEST,COMPLETED,N,NA
21177575,2021-11-28,12:22:00,101 Rocky Shore Dr,NA,101 Rocky Shore Dr,EXTRA PATROL REQUEST,EXTRA PATROL REQUEST,EXTRA PATROL,N,NA
21177574,2021-11-28,12:23:00,731 S Riverside DR,KUM & GO,731 S Riverside DR,OUT WITH SUBJ,OUT WITH SUBJ,COMPLETED,N,NA
21177572,2021-11-28,11:56:00,629 S Riverside DR,NA,629 S Riverside DR,FIRE RESPONSE LAW,FIRE RESPONSE LAW,HANDLED BY OTHER AGENCY,Y,NA
21177570,2021-11-28,11:49:00,Hwy 6 E/Taylor Dr,NA,Hwy 6 E/Taylor Dr,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,Y,NA
21177561,2021-11-28,11:19:00,1125 N Dodge ST,Hy-Vee,1125 N Dodge ST,BUSINESS CHECK OPEN,BUSINESS CHECK OPEN,COMPLETED,Y,NA
21177558,2021-11-28,11:05:00,2446 Lakeside Dr,NA,2446 Lakeside Dr,911 HANGUP,911 HANGUP,BROADCAST,Y,NA
21177556,2021-11-28,11:00:00,637 S JOHNSON ST,VAN BUREN VILLAGE,637 S JOHNSON ST,911 HANGUP,911 HANGUP,UNABLE TO LOCATE,Y,NA
21177555,2021-11-28,10:54:00,100 E College St,PED MALL,100 E College St,FOOT PATROL,FOOT PATROL,COMPLETED,N,NA
21177551,2021-11-28,10:28:00,713 Carriage Hl,NA,713 Carriage Hl,THEFT,THEFT,INCIDENT REPORT TAKEN,N,NA
21177550,2021-11-28,10:26:00,812 Benton Dr,NA,812 Benton Dr 34,Z Overdose/Poisoning,Z Overdose/Poisoning,PT TRANSPORTED,Y,NA
21177546,2021-11-28,10:21:00,817 S RIVERSIDE DR,FLOWERAMA,817 S RIVERSIDE DR,TR/MOTORIST ASSIST,TR/MOTORIST ASSIST,COMPLETED,N,NA
21177538,2021-11-28,09:50:00,Bowery St/Johnson St,NA,Bowery St/Johnson St,TRAFFIC STOP,TRAFFIC STOP,ARREST MADE,Y,NA
21177536,2021-11-28,09:31:00,2336 Nevada Ave,NA,2336 Nevada Ave,PHONE REQUEST,PHONE REQUEST,PREVIOUS INCIDENT,Y,NA
21177534,2021-11-28,09:27:00,Hwy 6 E/Boyrum St,NA,Hwy 6 E/Boyrum St,TRAFFIC STOP,TRAFFIC STOP,TRAFFIC CITATION,N,NA
21177533,2021-11-28,09:15:00,1926 BROADWAY ST,HACAP APARTMENTS,1926 BROADWAY ST,OUT WITH SUBJ,OUT WITH SUBJ,COMPLETED,N,NA
21177532,2021-11-28,09:09:00,15 Silvercrest PL,LEGACY GARDENS,15 Silvercrest PL 124,Z Falls,Z Falls,HANDLED BY OTHER AGENCY,N,NA
21177529,2021-11-28,08:59:00,2616 Whispering Meadow Dr,NA,2616 Whispering Meadow Dr,ANIMAL/NOISE,ANIMAL/NOISE,COMPLETED,Y,NA
21177519,2021-11-28,08:04:00,410 E Washington St,NA,410 E Washington St,ESCORT/RELAY,ESCORT/RELAY,COMPLETED,Y,NA
21177512,2021-11-28,07:23:00,731 Church St,NA,731 Church St,Z Overdose/Poisoning,Z Overdose/Poisoning,COMPLETED,Y,NA
21177509,2021-11-28,07:03:00,718 Carriage Hl,NA,718 Carriage Hl,THEFT/MOTOR VEHICLE,THEFT/MOTOR VEHICLE,INCIDENT REPORT TAKEN,Y,NA
21177508,2021-11-28,06:59:00,300 Southgate Ave,GUIDELINK CENTER,300 Southgate Ave,PUBLIC ASSIST,PUBLIC ASSIST,COMPLETED,Y,NA
21177505,2021-11-28,06:47:00,416 S Dodge St,NA,416 S Dodge St 6,THEFT/MOTOR VEHICLE,THEFT/MOTOR VEHICLE,COMPLETED,Y,NA
21177502,2021-11-28,06:12:00,2330 Jessup Cir,NA,2330 Jessup Cir,Z Abdominal Pain/Problems,Z Abdominal Pain/Problems,HANDLED BY OTHER AGENCY,Y,NA
21177498,2021-11-28,04:36:00,1915 Taylor Dr,NA,1915 Taylor Dr,ASSAULT,ASSAULT,INCIDENT REPORT TAKEN,Y,NA
21177489,2021-11-28,02:35:00,1001 S Clinton St,RIVERFRONT CROSSINGS PARK,1001 S Clinton St,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,NA
21177488,2021-11-28,02:34:00,Hwy 6 E/Broadway St,NA,Hwy 6 E/Broadway St,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,Y,NA
21177486,2021-11-28,02:29:00,2336 Nevada Ave,NA,2336 Nevada Ave,CRIMINAL MISC/VANDALISM,CRIMINAL MISC/VANDALISM,INCIDENT REPORT TAKEN,Y,NA
21177478,2021-11-28,01:56:00,1110 N Dubuque ST,MAYFLOWER HALL,1110 N Dubuque ST,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,NA
21177474,2021-11-28,01:35:00,E Burlington St/S Dubuque St,NA,E Burlington St/S Dubuque St,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,Y,NA
21177473,2021-11-28,01:31:00,118 S Clinton ST,PINTS,118 S Clinton ST,BAR CHECK,BAR CHECK,COMPLETED,N,NA
21177471,2021-11-28,01:28:00,Hwy 6 E/Sycamore St,NA,Hwy 6 E/Sycamore St,TRAFFIC STOP,TRAFFIC STOP,ARREST MADE,N,NA
21177470,2021-11-28,01:26:00,127 E College St,ROXXY IOWA CITY,127 E College St,BAR CHECK,BAR CHECK,COMPLETED,N,NA
21177469,2021-11-28,01:24:00,125 S Dubuque ST,BROTHERS BAR AND GRILL,125 S Dubuque ST,BAR CHECK,BAR CHECK,COMPLETED,N,NA
21177466,2021-11-28,01:22:00,118 S DUBUQUE ST,FIELDHOUSE BAR,118 S DUBUQUE ST,BAR CHECK,BAR CHECK,COMPLETED,N,NA
21177465,2021-11-28,01:20:00,1020 S Scott BLVD,SILVERCREST LEGACY POINTE,1020 S Scott BLVD 131,Z Sick Person,Z Sick Person,HANDLED BY OTHER AGENCY,N,NA
21177461,2021-11-28,01:19:00,118 E WASHINGTON ST,BO JAMES,118 E WASHINGTON ST,BAR CHECK,BAR CHECK,COMPLETED,N,NA
21177460,2021-11-28,01:17:00,Melrose Ave/Hawkins Dr,NA,Melrose Ave/Hawkins Dr,TRAFFIC STOP,TRAFFIC STOP,ARREST MADE,Y,NA
21177459,2021-11-28,01:12:00,22 S Clinton St,AIRLINER,22 S Clinton St,BAR CHECK,BAR CHECK,COMPLETED,N,NA
21177457,2021-11-28,01:10:00,10 S Clinton St,SUMMIT RESTAURANT & BAR,10 S Clinton St,BAR CHECK,BAR CHECK,COMPLETED,N,NA
21177456,2021-11-28,01:07:00,W Burlington St/S Madison St,NA,W Burlington St/S Madison St,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,Y,NA
21177454,2021-11-28,01:03:00,211 E Iowa Ave,ELRAYS LIVE AND DIVE,211 E Iowa Ave,BAR CHECK,BAR CHECK,COMPLETED,N,NA
21177451,2021-11-28,01:00:00,100 E College St,PED MALL,100 E College St,FOOT PATROL,FOOT PATROL,COMPLETED,N,NA
21177447,2021-11-28,00:37:00,122 WRIGHT ST,CLUB CAR,122 WRIGHT ST,BAR CHECK,BAR CHECK,COMPLETED,N,NA
21177444,2021-11-28,00:19:00,Sunset St/Denbigh Dr,NA,Sunset St/Denbigh Dr,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,NA
21177443,2021-11-28,00:19:00,1915 Taylor Dr,NA,1915 Taylor Dr,WELFARE CHECK,WELFARE CHECK,UNABLE TO LOCATE,Y,NA
21177442,2021-11-28,00:17:00,1861 LOWER MUSCATINE RD,MCDONALDS,1861 LOWER MUSCATINE RD,INTOXICATED PEDESTRIAN,INTOXICATED PEDESTRIAN,COMPLETED,Y,NA
21177438,2021-11-28,00:13:00,400 Bowery St,NA,400 Bowery St,EXTRA PATROL REQUEST,EXTRA PATROL REQUEST,COMPLETED,Y,NA
21177435,2021-11-28,00:03:00,2214 Muscatine Ave,WALGREENS,2214 Muscatine Ave,THEFT/SHOPLIFTING,THEFT/SHOPLIFTING,INCIDENT REPORT TAKEN,Y,NA
21177333,2021-11-27,18:57:00,1505 Wetherby Dr,NA,1505 Wetherby Dr,JUV/GENERAL,JUV/GENERAL,INFORMATION,Y,NA
21177332,2021-11-27,18:56:00,350 Dublin Dr,MELROSE MEADOWS,350 Dublin Dr 115,Z Abdominal Pain/Problems,Z Abdominal Pain/Problems,HANDLED BY OTHER AGENCY,Y,NA
21177325,2021-11-27,18:43:00,1219 Burns Ave,NA,1219 Burns Ave,JUV/GENERAL,JUV/GENERAL,COMPLETED,Y,NA
21177321,2021-11-27,18:39:00,1100 Arthur St,NA,1100 Arthur St J1,CRIMINAL MISC/VANDALISM,CRIMINAL MISC/VANDALISM,INCIDENT REPORT TAKEN,Y,NA
21177319,2021-11-27,18:32:00,2701 Bradford Dr,MERCER PARK AQUATIC CENTER,2701 Bradford Dr,WEAPONS OFFENSE,WEAPONS OFFENSE,INCIDENT REPORT TAKEN,Y,NA
21177313,2021-11-27,18:23:00,504 E BURLINGTON ST,L&M MIGHTY SHOP,504 E BURLINGTON ST,TRESPASS,TRESPASS,WARNING ISSUED VERBAL,Y,NA
21177311,2021-11-27,18:17:00,504 E BURLINGTON ST,L&M MIGHTY SHOP,504 E BURLINGTON ST,TRAFFIC STOP,TRAFFIC STOP,TRAFFIC CITATION,N,NA
21177310,2021-11-27,18:10:00,Wayne Ave/Wade St,NA,Wayne Ave/Wade St,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,NA
21177308,2021-11-27,18:06:00,812 S 1st AVE,HY-VEE,812 S 1st AVE,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,NA
21177306,2021-11-27,17:56:00,2425 MUSCATINE AVE,CVS DRUG,2425 MUSCATINE AVE,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,NA
21177302,2021-11-27,17:49:00,E Burlington St/S Linn St,NA,E Burlington St/S Linn St,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,NA
21177301,2021-11-27,17:48:00,S Scott Blvd/E Court St,NA,S Scott Blvd/E Court St,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,NA
21177300,2021-11-27,17:46:00,E Burlington St/S Clinton St,NA,E Burlington St/S Clinton St,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,Y,NA
21177297,2021-11-27,17:42:00,2734 E Court St,NA,2734 E Court St,Z Sick Person,Z Sick Person,HANDLED BY OTHER AGENCY,Y,NA
21177294,2021-11-27,17:41:00,821 E JEFFERSON ST,NA,821 E JEFFERSON ST,FIRE RESPONSE LAW,FIRE RESPONSE LAW,HANDLED BY OTHER AGENCY,Y,NA
21177285,2021-11-27,17:32:00,812 3rd Ave,NA,812 3rd Ave,DIST/CIVIL DISPUTE,DIST/CIVIL DISPUTE,COMPLETED,N,NA
21177284,2021-11-27,17:32:00,S Scott Blvd/Hwy 6 E,NA,S Scott Blvd/Hwy 6 E,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,NA
21177281,2021-11-27,17:29:00,526 S RIVERSIDE DR,DAIRY QUEEN,526 S RIVERSIDE DR,MVA/PERSONAL INJURY ACCIDENT,MVA/PERSONAL INJURY ACCIDENT,INCIDENT REPORT TAKEN,Y,NA
21177268,2021-11-27,16:44:00,Southgate Ave/Waterfront Dr,NA,Southgate Ave/Waterfront Dr,MVA/PERSONAL INJURY ACCIDENT,MVA/PERSONAL INJURY ACCIDENT,INCIDENT REPORT TAKEN,Y,NA
21177262,2021-11-27,16:27:00,2410 Mormon Trek Blvd,NA,2410 Mormon Trek Blvd,BUSINESS CHECK OPEN,BUSINESS CHECK OPEN,COMPLETED,Y,NA
21177261,2021-11-27,16:21:00,1100 Arthur St,NA,1100 Arthur St G6,DIST/FIGHT IN PROGRESS,DIST/FIGHT IN PROGRESS,UNABLE TO LOCATE,N,NA
21177258,2021-11-27,16:12:00,E Market St/N Gilbert St,NA,E Market St/N Gilbert St,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,Y,NA
21177257,2021-11-27,16:11:00,Hwy 6 E/S Gilbert St,NA,Hwy 6 E/S Gilbert St,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,Y,NA
21177255,2021-11-27,16:08:00,1021 Gilbert Ct,OVERDRIVE AUTO,1021 Gilbert Ct,TR/PARKING,TR/PARKING,COMPLETED,N,NA
21177253,2021-11-27,15:53:00,1720 WATERFRONT DR,HY-VEE,1720 WATERFRONT DR,911 HANGUP,911 HANGUP,INFORMATION,N,NA
21177252,2021-11-27,15:51:00,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST,SPECIAL ASSIGNMENT,SPECIAL ASSIGNMENT,COMPLETED,N,NA
21177250,2021-11-27,15:44:00,2120 H St,INTERNATIONAL CHURCH OF THE FOURSQUARE GOSPEL,2120 H St,TRAFFIC STOP,TRAFFIC STOP,CHARGED/RELEASED,N,NA
21177249,2021-11-27,15:31:00,1225 S Gilbert ST,BIG GROVE BREWERY,1225 S Gilbert ST,Z Convulsions/Seizures,Z Convulsions/Seizures,PT TRANSPORTED,Y,NA
21177246,2021-11-27,15:30:00,2863 Sterling Dr,NA,2863 Sterling Dr,911 HANGUP,911 HANGUP,UNABLE TO LOCATE,N,NA
21177241,2021-11-27,15:10:00,80/244eb,NA,80/244eb,911 HANGUP,911 HANGUP,INFORMATION,Y,NA
21177240,2021-11-27,15:06:00,730 Highland Ave,NA,730 Highland Ave,SUSPICIOUS/ACT/PERS/VEH,SUSPICIOUS/ACT/PERS/VEH,UNABLE TO LOCATE,Y,NA
21177237,2021-11-27,14:59:00,2621 Muscatine Ave,HILLS BANK & TRUST,2621 Muscatine Ave,911 HANGUP,911 HANGUP,INFORMATION,Y,NA
21177228,2021-11-27,14:52:00,1413 Plum St,NA,1413 Plum St,SUSPICIOUS/ACT/PERS/VEH,SUSPICIOUS/ACT/PERS/VEH,COMPLETED,Y,NA
21177226,2021-11-27,14:46:00,S Riverside Dr/Myrtle Ave,NA,S Riverside Dr/Myrtle Ave,TR/RECKLESS DRIVER,TR/RECKLESS DRIVER,BROADCAST,Y,NA
21177224,2021-11-27,14:46:00,1259 Shannon Dr,NA,1259 Shannon Dr 211,Z Unknown Problem,Z Unknown Problem,HANDLED BY OTHER AGENCY,Y,NA
21177218,2021-11-27,14:33:00,1512 Broadway St,NA,1512 Broadway St,Z Falls,Z Falls,HANDLED BY OTHER AGENCY,Y,NA
21177209,2021-11-27,14:19:00,1660 SYCAMORE ST,SYCAMORE MALL,1660 SYCAMORE ST,TRAFFIC STOP,TRAFFIC STOP,CHARGED/RELEASED,N,NA
21177207,2021-11-27,14:13:00,812 S 1st AVE,HY-VEE,812 S 1st AVE,PHONE REQUEST,PHONE REQUEST,COMPLETED,Y,NA
21177206,2021-11-27,14:10:00,310 Finkbine Ln,NA,310 Finkbine Ln 2,PHONE REQUEST,PHONE REQUEST,UNABLE TO CONTACT,N,NA
21177205,2021-11-27,14:04:00,2303 MUSCATINE AVE,KUM & GO,2303 MUSCATINE AVE,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,NA
21177204,2021-11-27,13:57:00,721 E Washington St,NA,721 E Washington St,TR/PARKING,TR/PARKING,INFORMATION,N,NA
21177203,2021-11-27,13:59:00,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST,PHONE REQUEST,PHONE REQUEST,COMPLETED,N,NA
21177202,2021-11-27,13:51:00,812 S 1st AVE,HY-VEE,812 S 1st AVE,TRESPASS,TRESPASS,UNABLE TO LOCATE,N,NA
21177193,2021-11-27,13:27:00,KEOKUK ST APARTMENTS,NA,KEOKUK ST APARTMENTS,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,Y,NA
21177190,2021-11-27,13:12:00,2510 Bartelt Rd,NA,2510 Bartelt Rd 2C,Z Traumatic Injuries,Z Traumatic Injuries,HANDLED BY OTHER AGENCY,Y,NA
21177187,2021-11-27,13:05:00,429 Southgate Ave,SHELTER HOUSE,429 Southgate Ave,Z Psychiatric/Abnormal Behavior/Suicide Attempt,Z Psychiatric/Abnormal Behavior/Suicide Attempt,PT TRANSPORTED,Y,NA
21177182,2021-11-27,12:42:00,418 Clark St,NA,418 Clark St,ANIMAL/LOST,ANIMAL/LOST,COMPLETED,Y,NA
21177180,2021-11-27,12:38:00,Ashford Pl/Chadwick Ln,NA,Ashford Pl/Chadwick Ln,ANIMAL/CALL GENERAL,ANIMAL/CALL GENERAL,UNABLE TO LOCATE,N,NA
21177171,2021-11-27,12:15:00,2215 Balsam Ct,NA,2215 Balsam Ct,ANIMAL/CALL GENERAL,ANIMAL/CALL GENERAL,UNABLE TO LOCATE,N,NA
21177170,2021-11-27,12:04:00,2825 Triple Crown Ln,NA,2825 Triple Crown Ln 1,Z Cardiac or Respiratory Arrest/Death,Z Cardiac or Respiratory Arrest/Death,INCIDENT REPORT TAKEN,Y,NA
21177167,2021-11-27,12:04:00,820 E Burlington St,NA,820 E Burlington St,SUSPICIOUS/ACT/PERS/VEH,SUSPICIOUS/ACT/PERS/VEH,COMPLETED,N,NA
21177166,2021-11-27,12:01:00,32 West Side Dr,NA,32 West Side Dr,911 HANGUP,911 HANGUP,COMPLETED,Y,NA
21177165,2021-11-27,12:01:00,100 E College St,PED MALL,100 E College St,FOOT PATROL,FOOT PATROL,COMPLETED,N,NA
21177163,2021-11-27,11:45:00,107 Post Rd,NA,107 Post Rd,Z Unknown Problem,Z Unknown Problem,HANDLED BY OTHER AGENCY,Y,NA
21177160,2021-11-27,11:44:00,801 S Riverside DR,Sub-Way,801 S Riverside DR,BUSINESS CHECK OPEN,BUSINESS CHECK OPEN,COMPLETED,Y,NA
21177159,2021-11-27,11:38:00,1413 Plum St,NA,1413 Plum St,PAPER SERVICE/WARRANT,PAPER SERVICE/WARRANT,PREVIOUS INCIDENT,N,NA
21177158,2021-11-27,11:25:00,1418 Plum St,NA,1418 Plum St,SUSPICIOUS/ACT/PERS/VEH,SUSPICIOUS/ACT/PERS/VEH,COMPLETED,Y,NA
21177157,2021-11-27,11:23:00,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST,PHONE REQUEST,PHONE REQUEST,COMPLETED,N,NA
21177153,2021-11-27,11:16:00,1100 ARTHUR ST,TOWN & CAMPUS APARTMENTS,1100 ARTHUR ST H6,Z Chest Pain,Z Chest Pain,HANDLED BY OTHER AGENCY,Y,NA
21177148,2021-11-27,11:06:00,2718 Wayne AVE,NA,2718 Wayne AVE,PHONE REQUEST,PHONE REQUEST,COMPLETED,N,NA
21177137,2021-11-27,10:52:00,605 GREENWOOD DR,BRIARWOOD HEALTHCARE CENTER,605 GREENWOOD DR N9,Z Chest Pain,Z Chest Pain,HANDLED BY OTHER AGENCY,Y,NA
21177133,2021-11-27,10:42:00,514 S Lucas St,NA,514 S Lucas St,PHONE REQUEST,PHONE REQUEST,CIVIL,Y,NA
21177124,2021-11-27,10:12:00,410 E Washington St,NA,410 E Washington St,SPECIAL ASSIGNMENT,SPECIAL ASSIGNMENT,COMPLETED,Y,NA
21177115,2021-11-27,09:35:00,4515 Melrose Ave,CHATHAM OAKS INC,4515 Melrose Ave,Z Diabetic Problems,Z Diabetic Problems,HANDLED BY OTHER AGENCY,Y,NA
21177112,2021-11-27,09:35:00,155 ESCORT LN,SUN AND FUN MOTORSPORTS,155 ESCORT LN,BURGLARY/BUSINESS,BURGLARY/BUSINESS,INCIDENT REPORT TAKEN,N,NA
21177110,2021-11-27,09:26:00,1920 LOWER MUSCATINE RD,BP,1920 LOWER MUSCATINE RD,THEFT/GAS DRIVE OFF,THEFT/GAS DRIVE OFF,INCIDENT REPORT TAKEN,Y,NA
21177102,2021-11-27,09:17:00,161 Paddock Cir,NA,161 Paddock Cir,ALARM/BURGLARY,ALARM/BURGLARY,EMPL ERROR ALARM,Y,NA
21177094,2021-11-27,08:32:00,3661 Rochester Ave,IOWA CITY REHAB AND HEALTHCARE,3661 Rochester Ave,911 HANGUP,911 HANGUP,COMPLETED,Y,NA
21177092,2021-11-27,08:13:00,410 E Washington St,NA,410 E Washington St,ESCORT/RELAY,ESCORT/RELAY,COMPLETED,Y,NA
21177091,2021-11-27,08:03:00,3042 Muscatine Ave,AUTUMN PARK APTS,3042 Muscatine Ave 14M,Z Abdominal Pain/Problems,Z Abdominal Pain/Problems,HANDLED BY OTHER AGENCY,N,NA
21177087,2021-11-27,07:49:00,210 S Dubuque ST,GRADUATE HOTEL,210 S Dubuque ST 411,WELFARE CHECK,WELFARE CHECK,COMPLETED,N,NA
21177084,2021-11-27,07:39:00,2221 Muscatine Ave,NA,2221 Muscatine Ave 1,PHONE REQUEST,PHONE REQUEST,PREVIOUS INCIDENT,Y,NA
21177082,2021-11-27,06:55:00,1024 Gilbert Ct,"STRICKER,DORA",1024 Gilbert Ct,ALARM/BURGLARY,ALARM/BURGLARY,UNK CAUSE ALARM,N,NA
21177077,2021-11-27,06:34:00,2723 E Court St,NA,2723 E Court St,ALARM/BURGLARY,ALARM/BURGLARY,UNK CAUSE ALARM,N,NA
21177074,2021-11-27,06:21:00,204 N Dubuque ST,CASEYS,204 N Dubuque ST,CRIMINAL MISC/VANDALISM,CRIMINAL MISC/VANDALISM,UNFOUNDED,N,NA
21177072,2021-11-27,06:00:00,2430 Muscatine Ave,EDEN APARTMENTS,2430 Muscatine Ave 11,BURGLARY/RESIDENTIAL,BURGLARY/RESIDENTIAL,ARREST MADE,Y,NA
